	CHR	ChromosomePatch
clump1589	3	603
clump1590	3	609
clump1591	3	610
clump1592	3	611
clump1593	3	617
clump1594	3	627
clump1595	3	628
clump1596	3	629
clump1597	3	632
clump1598	3	633
clump1599	3	634
clump1600	3	649
clump1601	3	650
clump1602	3	661
clump1603	3	675
clump1604	3	686
clump1605	3	687
clump1606	3	688
clump1607	3	689
clump1608	3	690
clump1609	3	691
clump1610	3	692
clump1611	3	693
clump1612	3	694
clump1613	3	695
clump1614	3	696
clump1615	3	697
clump1616	3	698
clump1617	3	699
clump1618	3	700
clump1619	3	701
clump1620	3	702
clump1621	3	703
clump1622	3	704
clump1623	3	706
clump1624	3	707
clump1625	3	708
clump1626	3	709
clump1627	3	710
clump1628	3	711
clump1629	3	712
clump1630	3	713
clump1631	3	716
clump1632	3	717
clump1633	3	719
clump1634	3	720
clump1635	3	721
clump1636	3	722
clump1637	3	723
clump1638	3	748
clump1639	3	749
clump1640	3	754
clump1641	3	755
clump1642	3	756
clump1643	3	757
clump1644	3	760
clump1645	3	761
clump1646	3	762
clump1647	3	763
clump1648	3	768
clump1649	3	772
clump1650	3	773
clump1651	3	774
clump1652	3	776
clump1653	3	780
clump1654	3	787
clump1655	3	790
clump1656	3	801
clump1657	3	802
clump1658	3	804
clump1659	3	806
clump1660	3	808
clump1661	3	809
clump1662	3	810
clump1663	3	811
clump1664	3	812
clump1665	3	813
clump1666	3	814
clump1667	3	819
clump1668	3	820
clump1669	3	821
clump1670	3	822
clump1671	3	827
clump1672	3	828
clump1673	3	830
clump1674	3	833
clump1675	3	834
clump1676	3	838
clump1677	3	842
clump1678	3	843
clump1679	3	849
clump1680	3	854
clump1681	3	855
clump1682	3	856
clump1683	3	857
clump1684	3	858
clump1685	3	859
clump1686	3	860
clump1687	3	861
clump1688	3	866
clump1689	3	867
clump1690	3	872
clump1691	3	873
clump1692	3	874
clump1693	3	883
clump1694	3	884
clump1695	3	885
clump1696	3	886
clump1697	3	887
clump1698	3	889
clump1699	3	890
clump1700	3	891
clump1701	3	892
clump1702	3	897
clump1703	3	900
clump1704	3	903
clump1705	3	904
clump1706	3	905
clump1707	3	906
clump1708	3	911
clump1709	3	912
clump1710	3	914
clump1711	3	915
clump1712	3	916
clump1713	3	917
clump1714	3	918
clump1715	3	925
clump1716	3	927
clump1717	3	939
clump1718	3	944
clump1719	3	951
clump1720	3	952
clump1721	3	954
clump1722	3	964
clump1723	3	965
clump1724	3	970
clump1725	3	975
clump1726	3	978
clump1727	3	979
clump1728	3	984
clump1729	3	991
clump1730	3	997
clump1731	3	999
clump1732	3	1002
clump1733	3	1003
clump1734	3	1008
clump1735	3	1011
clump1736	3	1014
clump1737	3	1015
clump1738	3	1016
clump1739	3	1017
clump1740	3	1018
clump1741	3	1020
clump1742	3	1021
clump1743	3	1022
clump1744	3	1023
clump1745	3	1024
clump1746	3	1025
clump1747	3	1026
clump1748	3	1032
clump1749	3	1033
clump1750	3	1034
clump1751	3	1035
clump1752	3	1036
clump1753	3	1037
clump1754	3	1038
clump1755	3	1048
clump1756	3	1054
clump1757	3	1055
clump1758	3	1056
clump1759	3	1057
clump1760	3	1059
clump1761	3	1061
clump1762	3	1066
clump1763	3	1070
clump1764	3	1071
clump1765	3	1079
clump1766	3	1089
clump1767	3	1099
clump1768	3	1100
clump1769	3	1101
clump1770	3	1104
clump1771	3	1111
clump1772	3	1112
clump1773	3	1119
clump1774	3	1121
clump1775	3	1123
clump1776	3	1124
clump1777	3	1125
clump1778	3	1126
clump1779	3	1128
clump1780	3	1129
clump1781	3	1130
clump1782	3	1131
clump1783	3	1132
clump1784	3	1136
clump1785	3	1137
clump1786	3	1139
clump1787	3	1140
clump1788	3	1141
clump1789	3	1152
clump1790	3	1153
clump1791	3	1154
clump1792	3	1155
clump1793	3	1165
clump1794	3	1166
clump1795	3	1174
clump1796	3	1176
clump1797	3	1177
clump1798	3	1178
clump1799	3	1192
clump1800	3	1193
clump1801	3	1195
clump1802	3	1200
clump1803	3	1202
clump1804	3	1203
clump1805	3	1204
clump1806	3	1208
clump1807	3	1210
clump1808	3	1212
clump1809	3	1215
clump1810	3	1216
clump1811	3	1217
clump1812	3	1218
clump1813	3	1220
clump1814	3	1221
clump1815	3	1227
clump1816	3	1228
clump1817	3	1229
clump1818	3	1230
clump1819	3	1231
clump1820	3	1232
clump1821	3	1236
clump1822	3	1240
clump1823	3	1241
clump1824	3	1244
clump1825	3	1249
clump1826	3	1250
clump1827	3	1251
clump1828	3	1252
clump1829	3	1253
clump1830	3	1254
clump1831	3	1255
clump1832	3	1256
clump1833	3	1257
clump1834	3	1259
clump1835	3	1260
clump1836	3	1275
clump1837	3	1277
clump1838	3	1280
clump1839	3	1281
clump1840	3	1282
clump1841	3	1283
clump1842	3	1291
clump1843	3	1292
clump1844	3	1296
clump1845	3	1316
clump1846	3	1322
clump1847	3	1323
clump1848	3	1327
clump1849	3	1328
clump1850	3	1333
clump1851	3	1334
clump1852	3	1335
clump1853	3	1337
clump1854	3	1338
clump1855	3	1339
clump1856	3	1341
clump1857	3	1344
clump1858	3	1348
clump1859	3	1349
clump1860	3	1350
clump1861	3	1352
clump1862	3	1353
clump1863	3	1354
clump1864	3	1355
clump1865	3	1356
clump1866	3	1357
clump1867	3	1358
clump1868	3	1359
clump1869	3	1360
clump1870	3	1361
clump1871	3	1362
clump1872	3	1363
clump1873	3	1364
clump1874	3	1365
clump1875	3	1366
clump1876	3	1367
clump1877	3	1368
clump1878	3	1369
clump1879	3	1370
clump1880	3	1371
clump1881	3	1373
clump1882	3	1376
clump1883	3	1377
clump1884	3	1378
clump1885	3	1379
clump1886	3	1382
clump1887	3	1383
clump1888	3	1387
clump1889	3	1391
clump1890	3	1393
clump1891	3	1395
clump1892	3	1398
clump1893	3	1404
clump1894	3	1408
clump1895	3	1409
clump1896	3	1410
clump1897	3	1412
clump1898	3	1414
clump1899	3	1418
clump1900	3	1420
clump1901	3	1448
clump1902	3	1449
clump1903	3	1450
clump1904	3	1452
clump1905	3	1458
clump1906	3	1460
clump1907	3	1461
clump1908	3	1466
clump1909	3	1467
clump1910	3	1469
clump1911	3	1470
clump1912	3	1471
clump1913	3	1472
clump1914	3	1473
clump1915	3	1474
clump1916	3	1485
clump1917	3	1491
clump1918	3	1493
clump1919	3	1495
clump1920	3	1496
clump1921	3	1497
clump1922	3	1498
clump1923	3	1499
clump1924	3	1500
clump1925	3	1505
clump1926	3	1511
clump1927	3	1512
clump1928	3	1515
clump1929	3	1516
clump1930	3	1522
clump1931	3	1523
clump1932	3	1524
clump1933	3	1527
clump1934	3	1528
clump1935	3	1536
clump1936	3	1547
clump1937	3	1550
clump1938	3	1551
clump1939	3	1556
clump1940	3	1563
clump1941	3	1564
clump1942	3	1572
clump1943	4	1
clump1944	4	4
clump1945	4	5
clump1946	4	6
clump1947	4	7
clump1948	4	10
clump1949	4	12
clump1950	4	13
clump1951	4	14
clump1952	4	15
clump1953	4	18
clump1954	4	19
clump1955	4	23
clump1956	4	24
clump1957	4	27
clump1958	4	29
clump1959	4	30
clump1960	4	31
clump1961	4	33
clump1962	4	36
clump1963	4	38
clump1964	4	39
clump1965	4	41
clump1966	4	43
clump1967	4	46
clump1968	4	48
clump1969	4	51
clump1970	4	52
clump1971	4	53
clump1972	4	54
clump1973	4	55
clump1974	4	56
clump1975	4	57
clump1976	4	59
clump1977	4	61
clump1978	4	62
clump1979	4	69
clump1980	4	70
clump1981	4	75
clump1982	4	82
clump1983	4	83
clump1984	4	87
clump1985	4	88
clump1986	4	96
clump1987	4	98
clump1988	4	99
clump1989	4	100
clump1990	4	106
clump1991	4	107
clump1992	4	108
clump1993	4	110
clump1994	4	111
clump1995	4	115
clump1996	4	116
clump1997	4	122
clump1998	4	124
clump1999	4	125
clump2000	4	129
clump2001	4	130
clump2002	4	135
clump2003	4	136
clump2004	4	140
clump2005	4	145
clump2006	4	147
clump2007	4	149
clump2008	4	151
clump2009	4	154
clump2010	4	161
clump2011	4	170
clump2012	4	175
clump2013	4	177
clump2014	4	179
clump2015	4	187
clump2016	4	188
clump2017	4	189
clump2018	4	193
clump2019	4	204
clump2020	4	206
clump2021	4	207
clump2022	4	208
clump2023	4	210
clump2024	4	211
clump2025	4	213
clump2026	4	229
clump2027	4	234
clump2028	4	235
clump2029	4	236
clump2030	4	237
clump2031	4	241
clump2032	4	249
clump2033	4	256
clump2034	4	257
clump2035	4	258
clump2036	4	260
clump2037	4	261
clump2038	4	263
clump2039	4	264
clump2040	4	265
clump2041	4	276
clump2042	4	277
clump2043	4	282
clump2044	4	286
clump2045	4	287
clump2046	4	293
clump2047	4	295
clump2048	4	296
clump2049	4	299
clump2050	4	304
clump2051	4	305
clump2052	4	306
clump2053	4	312
clump2054	4	314
clump2055	4	315
clump2056	4	316
clump2057	4	317
clump2058	4	318
clump2059	4	319
clump2060	4	320
clump2061	4	321
clump2062	4	322
clump2063	4	323
clump2064	4	325
clump2065	4	330
clump2066	4	333
clump2067	4	339
clump2068	4	340
clump2069	4	343
clump2070	4	352
clump2071	4	353
clump2072	4	356
clump2073	4	359
clump2074	4	362
clump2075	4	363
clump2076	4	366
clump2077	4	370
clump2078	4	373
clump2079	4	374
clump2080	4	375
clump2081	4	387
clump2082	4	388
clump2083	4	389
clump2084	4	390
clump2085	4	391
clump2086	4	396
clump2087	4	397
clump2088	4	423
clump2089	4	425
clump2090	4	435
clump2091	4	436
clump2092	4	437
clump2093	4	459
clump2094	4	468
clump2095	4	469
clump2096	4	470
clump2097	4	471
clump2098	4	472
clump2099	4	476
clump2100	4	477
clump2101	4	482
clump2102	4	487
clump2103	4	488
clump2104	4	495
clump2105	4	500
clump2106	4	508
clump2107	4	510
clump2108	4	511
clump2109	4	512
clump2110	4	513
clump2111	4	527
clump2112	4	528
clump2113	4	541
clump2114	4	543
clump2115	4	544
clump2116	4	545
clump2117	4	546
clump2118	4	550
clump2119	4	551
clump2120	4	555
clump2121	4	556
clump2122	4	557
clump2123	4	558
clump2124	4	559
clump2125	4	560
clump2126	4	561
clump2127	4	562
clump2128	4	571
clump2129	4	573
clump2130	4	574
clump2131	4	583
clump2132	4	584
clump2133	4	586
clump2134	4	587
clump2135	4	588
clump2136	4	589
clump2137	4	590
clump2138	4	591
clump2139	4	592
clump2140	4	593
clump2141	4	594
clump2142	4	595
clump2143	4	596
clump2144	4	597
clump2145	4	602
clump2146	4	605
clump2147	4	617
clump2148	4	618
clump2149	4	619
clump2150	4	620
clump2151	4	621
clump2152	4	622
clump2153	4	623
clump2154	4	624
clump2155	4	625
clump2156	4	626
clump2157	4	632
clump2158	4	635
clump2159	4	637
clump2160	4	639
clump2161	4	640
clump2162	4	647
clump2163	4	660
clump2164	4	662
clump2165	4	670
clump2166	4	672
clump2167	4	675
clump2168	4	677
clump2169	4	680
clump2170	4	686
clump2171	4	687
clump2172	4	691
clump2173	4	707
clump2174	4	713
clump2175	4	714
clump2176	4	717
clump2177	4	718
clump2178	4	719
clump2179	4	720
clump2180	4	721
clump2181	4	726
clump2182	4	728
clump2183	4	730
clump2184	4	731
clump2185	4	732
clump2186	4	734
clump2187	4	742
clump2188	4	743
clump2189	4	744
clump2190	4	756
clump2191	4	758
clump2192	4	759
clump2193	4	760
clump2194	4	761
clump2195	4	762
clump2196	4	763
clump2197	4	764
clump2198	4	771
clump2199	4	773
clump2200	4	786
clump2201	4	796
clump2202	4	798
clump2203	4	799
clump2204	4	803
clump2205	4	805
clump2206	4	813
clump2207	4	818
clump2208	4	821
clump2209	4	825
clump2210	4	826
clump2211	4	829
clump2212	4	833
clump2213	4	836
clump2214	4	837
clump2215	4	839
clump2216	4	840
clump2217	4	841
clump2218	4	842
clump2219	4	843
clump2220	4	844
clump2221	4	845
clump2222	4	846
clump2223	4	847
clump2224	4	848
clump2225	4	849
clump2226	4	850
clump2227	4	851
clump2228	4	852
clump2229	4	853
clump2230	4	854
clump2231	4	855
clump2232	4	857
clump2233	4	859
clump2234	4	861
clump2235	4	862
clump2236	4	865
clump2237	4	866
clump2238	4	867
clump2239	4	870
clump2240	4	871
clump2241	4	877
clump2242	4	879
clump2243	4	880
clump2244	4	881
clump2245	4	885
clump2246	4	886
clump2247	4	887
clump2248	4	889
clump2249	4	890
clump2250	4	891
clump2251	4	892
clump2252	4	896
clump2253	4	908
clump2254	4	910
clump2255	4	917
clump2256	4	918
clump2257	4	925
clump2258	4	933
clump2259	4	935
clump2260	4	936
clump2261	4	937
clump2262	4	942
clump2263	4	943
clump2264	4	944
clump2265	4	946
clump2266	4	953
clump2267	4	958
clump2268	4	960
clump2269	4	964
clump2270	4	970
clump2271	4	971
clump2272	4	973
clump2273	4	974
clump2274	4	975
clump2275	4	977
clump2276	4	983
clump2277	4	1006
clump2278	4	1007
clump2279	4	1010
clump2280	4	1013
clump2281	4	1017
clump2282	4	1019
clump2283	4	1027
clump2284	4	1033
clump2285	4	1035
clump2286	4	1036
clump2287	4	1039
clump2288	4	1040
clump2289	4	1041
clump2290	4	1042
clump2291	4	1045
clump2292	4	1047
clump2293	4	1048
clump2294	4	1053
clump2295	4	1054
clump2296	4	1055
clump2297	4	1061
clump2298	4	1064
clump2299	4	1070
clump2300	4	1073
clump2301	4	1074
clump2302	4	1075
clump2303	4	1076
clump2304	4	1078
clump2305	4	1079
clump2306	4	1082
clump2307	4	1085
clump2308	4	1097
clump2309	4	1100
clump2310	4	1113
clump2311	4	1115
clump2312	4	1118
clump2313	4	1119
clump2314	4	1120
clump2315	4	1123
clump2316	4	1125
clump2317	4	1126
clump2318	4	1127
clump2319	4	1128
clump2320	4	1134
clump2321	4	1135
clump2322	4	1146
clump2323	4	1150
clump2324	4	1153
clump2325	4	1160
clump2326	4	1161
clump2327	4	1162
clump2328	4	1164
clump2329	4	1165
clump2330	4	1170
clump2331	4	1174
clump2332	4	1175
clump2333	4	1176
clump2334	4	1177
clump2335	4	1185
clump2336	4	1186
clump2337	4	1190
clump2338	4	1194
clump2339	4	1201
clump2340	4	1204
clump2341	4	1205
clump2342	4	1206
clump2343	4	1207
clump2344	4	1209
clump2345	4	1210
clump2346	4	1211
clump2347	4	1212
clump2348	4	1213
clump2349	4	1214
clump2350	4	1215
clump2351	4	1216
clump2352	4	1217
clump2353	4	1223
clump2354	4	1224
clump2355	4	1226
clump2356	4	1231
clump2357	4	1232
clump2358	4	1236
clump2359	4	1237
clump2360	4	1238
clump2361	4	1239
clump2362	4	1245
clump2363	4	1250
clump2364	4	1256
clump2365	4	1259
clump2366	4	1262
clump2367	4	1267
clump2368	4	1268
clump2369	4	1269
clump2370	4	1273
clump2371	4	1275
clump2372	4	1276
clump2373	4	1280
clump2374	4	1290
clump2375	4	1298
clump2376	4	1301
clump2377	4	1302
clump2378	4	1304
clump2379	4	1306
clump2380	4	1313
clump2381	4	1318
clump2382	4	1323
clump2383	4	1324
clump2384	4	1325
clump2385	4	1334
clump2386	4	1337
clump2387	4	1343
clump2388	4	1344
clump2389	4	1348
clump2390	4	1350
clump2391	4	1358
clump2392	4	1359
clump2393	4	1360
clump2394	4	1370
clump2395	4	1378
clump2396	4	1380
clump2397	4	1381
clump2398	4	1383
clump2399	4	1384
clump2400	4	1391
clump2401	4	1397
clump2402	4	1398
clump2403	4	1400
clump2404	4	1402
clump2405	4	1403
clump2406	4	1405
clump2407	4	1406
clump2408	4	1409
clump2409	4	1417
clump2410	4	1422
clump2411	4	1426
clump2412	4	1427
clump2413	4	1428
clump2414	4	1430
clump2415	4	1433
clump2416	4	1434
clump2417	4	1439
clump2418	4	1444
clump2419	4	1446
clump2420	4	1447
clump2421	4	1452
clump2422	4	1453
clump2423	4	1454
clump2424	4	1455
clump2425	4	1456
clump2426	4	1459
clump2427	4	1461
clump2428	4	1468
clump2429	4	1469
clump2430	4	1472
clump2431	4	1473
clump2432	4	1475
clump2433	4	1481
clump2434	4	1484
clump2435	4	1486
clump2436	4	1488
clump2437	4	1489
clump2438	4	1493
clump2439	4	1494
clump2440	4	1495
clump2441	4	1496
clump2442	4	1499
clump2443	4	1506
clump2444	4	1507
clump2445	4	1513
clump2446	4	1516
clump2447	4	1518
clump2448	4	1519
clump2449	4	1521
clump2450	4	1522
clump2451	4	1526
clump2452	5	0
clump2453	5	1
clump2454	5	3
clump2455	5	4
clump2456	5	8
clump2457	5	9
clump2458	5	10
clump2459	5	11
clump2460	5	12
clump2461	5	13
clump2462	5	14
clump2463	5	15
clump2464	5	16
clump2465	5	17
clump2466	5	18
clump2467	5	19
clump2468	5	21
clump2469	5	22
clump2470	5	23
clump2471	5	25
clump2472	5	29
clump2473	5	30
clump2474	5	33
clump2475	5	56
clump2476	5	58
clump2477	5	70
clump2478	5	76
clump2479	5	79
clump2480	5	80
clump2481	5	87
clump2482	5	88
clump2483	5	89
clump2484	5	97
clump2485	5	101
clump2486	5	107
clump2487	5	113
clump2488	5	114
clump2489	5	115
clump2490	5	117
clump2491	5	129
clump2492	5	132
clump2493	5	135
clump2494	5	136
clump2495	5	137
clump2496	5	138
clump2497	5	141
clump2498	5	142
clump2499	5	146
clump2500	5	151
clump2501	5	155
clump2502	5	178
clump2503	5	179
clump2504	5	181
clump2505	5	182
clump2506	5	183
clump2507	5	184
clump2508	5	192
clump2509	5	198
clump2510	5	199
clump2511	5	201
clump2512	5	202
clump2513	5	205
clump2514	5	206
clump2515	5	208
clump2516	5	209
clump2517	5	210
clump2518	5	215
clump2519	5	219
clump2520	5	229
clump2521	5	231
clump2522	5	232
clump2523	5	234
clump2524	5	235
clump2525	5	236
clump2526	5	237
clump2527	5	238
clump2528	5	240
clump2529	5	241
clump2530	5	242
clump2531	5	243
clump2532	5	249
clump2533	5	250
clump2534	5	251
clump2535	5	255
clump2536	5	256
clump2537	5	257
clump2538	5	258
clump2539	5	259
clump2540	5	262
clump2541	5	267
clump2542	5	271
clump2543	5	275
clump2544	5	278
clump2545	5	283
clump2546	5	285
clump2547	5	287
clump2548	5	291
clump2549	5	293
clump2550	5	302
clump2551	5	303
clump2552	5	304
clump2553	5	305
clump2554	5	306
clump2555	5	309
clump2556	5	310
clump2557	5	311
clump2558	5	312
clump2559	5	315
clump2560	5	316
clump2561	5	317
clump2562	5	318
clump2563	5	320
clump2564	5	321
clump2565	5	322
clump2566	5	323
clump2567	5	325
clump2568	5	326
clump2569	5	327
clump2570	5	328
clump2571	5	344
clump2572	5	345
clump2573	5	346
clump2574	5	347
clump2575	5	351
clump2576	5	352
clump2577	5	353
clump2578	5	354
clump2579	5	355
clump2580	5	356
clump2581	5	357
clump2582	5	359
clump2583	5	365
clump2584	5	366
clump2585	5	367
clump2586	5	368
clump2587	5	369
clump2588	5	370
clump2589	5	395
clump2590	5	396
clump2591	5	398
clump2592	5	401
clump2593	5	405
clump2594	5	406
clump2595	5	415
clump2596	5	416
clump2597	5	421
clump2598	5	424
clump2599	5	427
clump2600	5	428
clump2601	5	430
clump2602	5	435
clump2603	5	436
clump2604	5	438
clump2605	5	439
clump2606	5	443
clump2607	5	444
clump2608	5	446
clump2609	5	447
clump2610	5	448
clump2611	5	449
clump2612	5	450
clump2613	5	455
clump2614	5	456
clump2615	5	457
clump2616	5	468
clump2617	5	475
clump2618	5	477
clump2619	5	479
clump2620	5	488
clump2621	5	490
clump2622	5	510
clump2623	5	512
clump2624	5	520
clump2625	5	521
clump2626	5	525
clump2627	5	526
clump2628	5	527
clump2629	5	528
clump2630	5	536
clump2631	5	538
clump2632	5	540
clump2633	5	543
clump2634	5	544
clump2635	5	547
clump2636	5	548
clump2637	5	550
clump2638	5	568
clump2639	5	574
clump2640	5	583
clump2641	5	584
clump2642	5	585
clump2643	5	587
clump2644	5	589
clump2645	5	605
clump2646	5	606
clump2647	5	607
clump2648	5	608
clump2649	5	611
clump2650	5	613
clump2651	5	614
clump2652	5	615
clump2653	5	616
clump2654	5	617
clump2655	5	623
clump2656	5	624
clump2657	5	631
clump2658	5	641
clump2659	5	642
clump2660	5	645
clump2661	5	652
clump2662	5	655
clump2663	5	661
clump2664	5	669
clump2665	5	690
clump2666	5	692
clump2667	5	694
clump2668	5	695
clump2669	5	696
clump2670	5	697
clump2671	5	704
clump2672	5	709
clump2673	5	713
clump2674	5	724
clump2675	5	738
clump2676	5	739
clump2677	5	740
clump2678	5	748
clump2679	5	756
clump2680	5	757
clump2681	5	764
clump2682	5	765
clump2683	5	769
clump2684	5	772
clump2685	5	774
clump2686	5	775
clump2687	5	781
clump2688	5	782
clump2689	5	783
clump2690	5	784
clump2691	5	785
clump2692	5	787
clump2693	5	788
clump2694	5	792
clump2695	5	794
clump2696	5	795
clump2697	5	801
clump2698	5	802
clump2699	5	808
clump2700	5	810
clump2701	5	813
clump2702	5	815
clump2703	5	822
clump2704	5	834
clump2705	5	839
clump2706	5	848
clump2707	5	850
clump2708	5	863
clump2709	5	875
clump2710	5	880
clump2711	5	887
clump2712	5	888
clump2713	5	889
clump2714	5	890
clump2715	5	891
clump2716	5	892
clump2717	5	900
clump2718	5	905
clump2719	5	910
clump2720	5	911
clump2721	5	912
clump2722	5	913
clump2723	5	914
clump2724	5	915
clump2725	5	918
clump2726	5	922
clump2727	5	926
clump2728	5	928
clump2729	5	929
clump2730	5	932
clump2731	5	933
clump2732	5	942
clump2733	5	949
clump2734	5	951
clump2735	5	958
clump2736	5	961
clump2737	5	963
clump2738	5	964
clump2739	5	965
clump2740	5	967
clump2741	5	968
clump2742	5	969
clump2743	5	970
clump2744	5	971
clump2745	5	974
clump2746	5	977
clump2747	5	979
clump2748	5	981
clump2749	5	982
clump2750	5	983
clump2751	5	986
clump2752	5	988
clump2753	5	992
clump2754	5	994
clump2755	5	997
clump2756	5	1002
clump2757	5	1003
clump2758	5	1004
clump2759	5	1005
clump2760	5	1006
clump2761	5	1008
clump2762	5	1031
clump2763	5	1032
clump2764	5	1033
clump2765	5	1035
clump2766	5	1043
clump2767	5	1044
clump2768	5	1051
clump2769	5	1052
clump2770	5	1068
clump2771	5	1069
clump2772	5	1070
clump2773	5	1071
clump2774	5	1072
clump2775	5	1073
clump2776	5	1074
clump2777	5	1075
clump2778	5	1079
clump2779	5	1080
clump2780	5	1082
clump2781	5	1084
clump2782	5	1091
clump2783	5	1095
clump2784	5	1096
clump2785	5	1097
clump2786	5	1098
clump2787	5	1099
clump2788	5	1101
clump2789	5	1102
clump2790	5	1104
clump2791	5	1107
clump2792	5	1112
clump2793	5	1113
clump2794	5	1114
clump2795	5	1116
clump2796	5	1117
clump2797	5	1120
clump2798	5	1125
clump2799	5	1126
clump2800	5	1134
clump2801	5	1137
clump2802	5	1138
clump2803	5	1146
clump2804	5	1154
clump2805	5	1164
clump2806	5	1165
clump2807	5	1171
clump2808	5	1172
clump2809	5	1178
clump2810	5	1179
clump2811	5	1180
clump2812	5	1182
clump2813	5	1183
clump2814	5	1186
clump2815	5	1190
clump2816	5	1195
clump2817	5	1202
clump2818	5	1207
clump2819	5	1210
clump2820	5	1213
clump2821	5	1214
clump2822	5	1215
clump2823	5	1216
clump2824	5	1230
clump2825	5	1235
clump2826	5	1246
clump2827	5	1247
clump2828	5	1248
clump2829	5	1249
clump2830	5	1250
clump2831	5	1252
clump2832	5	1253
clump2833	5	1259
clump2834	5	1260
clump2835	5	1263
clump2836	5	1264
clump2837	5	1266
clump2838	5	1268
clump2839	5	1269
clump2840	5	1270
clump2841	5	1275
clump2842	5	1276
clump2843	5	1277
clump2844	5	1278
clump2845	5	1279
clump2846	5	1281
clump2847	5	1284
clump2848	5	1285
clump2849	5	1288
clump2850	5	1289
clump2851	5	1290
clump2852	5	1296
clump2853	5	1304
clump2854	5	1311
clump2855	5	1312
clump2856	5	1320
clump2857	5	1321
clump2858	5	1322
clump2859	5	1323
clump2860	5	1328
clump2861	5	1329
clump2862	5	1330
clump2863	5	1334
clump2864	5	1337
clump2865	5	1343
clump2866	5	1344
clump2867	5	1345
clump2868	5	1348
clump2869	5	1349
clump2870	5	1351
clump2871	5	1352
clump2872	5	1353
clump2873	5	1355
clump2874	5	1360
clump2875	5	1364
clump2876	5	1365
clump2877	5	1366
clump2878	5	1369
clump2879	5	1375
clump2880	5	1378
clump2881	5	1382
clump2882	5	1383
clump2883	5	1384
clump2884	5	1387
clump2885	5	1388
clump2886	5	1393
clump2887	5	1395
clump2888	5	1398
clump2889	5	1400
clump2890	5	1406
clump2891	5	1407
clump2892	5	1409
clump2893	5	1410
clump2894	5	1412
clump2895	5	1413
clump2896	5	1418
clump2897	5	1419
clump2898	5	1421
clump2899	5	1422
clump2900	5	1423
clump2901	5	1424
clump2902	5	1425
clump2903	5	1426
clump2904	5	1428
clump2905	5	1429
clump2906	5	1430
clump2907	5	1431
clump2908	5	1439
clump2909	5	1440
clump2910	5	1441
clump2911	5	1444
clump2912	5	1445
clump2913	6	8
clump2914	6	9
clump2915	6	13
clump2916	6	14
clump2917	6	20
clump2918	6	24
clump2919	6	31
clump2920	6	35
clump2921	6	43
clump2922	6	46
clump2923	6	50
clump2924	6	51
clump2925	6	54
clump2926	6	56
clump2927	6	57
clump2928	6	60
clump2929	6	61
clump2930	6	64
clump2931	6	65
clump2932	6	71
clump2933	6	72
clump2934	6	75
clump2935	6	78
clump2936	6	81
clump2937	6	83
clump2938	6	85
clump2939	6	86
clump2940	6	87
clump2941	6	88
clump2942	6	89
clump2943	6	90
clump2944	6	103
clump2945	6	106
clump2946	6	107
clump2947	6	108
clump2948	6	112
clump2949	6	123
clump2950	6	125
clump2951	6	127
clump2952	6	130
clump2953	6	132
clump2954	6	134
clump2955	6	135
clump2956	6	144
clump2957	6	146
clump2958	6	150
clump2959	6	154
clump2960	6	156
clump2961	6	161
clump2962	6	163
clump2963	6	165
clump2964	6	166
clump2965	6	167
clump2966	6	168
clump2967	6	170
clump2968	6	171
clump2969	6	173
clump2970	6	174
clump2971	6	175
clump2972	6	176
clump2973	6	177
clump2974	6	178
clump2975	6	179
clump2976	6	180
clump2977	6	181
clump2978	6	183
clump2979	6	184
clump2980	6	185
clump2981	6	186
clump2982	6	188
clump2983	6	189
clump2984	6	192
clump2985	6	193
clump2986	6	194
clump2987	6	195
clump2988	6	196
clump2989	6	198
clump2990	6	203
clump2991	6	205
clump2992	6	206
clump2993	6	207
clump2994	6	208
clump2995	6	209
clump2996	6	210
clump2997	6	211
clump2998	6	212
clump2999	6	213
clump3000	6	214
clump3001	6	215
clump3002	6	216
clump3003	6	217
clump3004	6	218
clump3005	6	219
clump3006	6	220
clump3007	6	221
clump3008	6	222
clump3009	6	223
clump3010	6	224
clump3011	6	225
clump3012	6	226
clump3013	6	227
clump3014	6	228
clump3015	6	229
clump3016	6	230
clump3017	6	231
clump3018	6	232
clump3019	6	233
clump3020	6	234
clump3021	6	235
clump3022	6	236
clump3023	6	237
clump3024	6	238
clump3025	6	239
clump3026	6	240
clump3027	6	241
clump3028	6	242
clump3029	6	243
clump3030	6	244
clump3031	6	245
clump3032	6	246
clump3033	6	247
clump3034	6	248
clump3035	6	249
clump3036	6	250
clump3037	6	251
clump3038	6	252
clump3039	6	253
clump3040	6	254
clump3041	6	255
clump3042	6	256
clump3043	6	257
clump3044	6	258
clump3045	6	259
clump3046	6	260
clump3047	6	261
clump3048	6	262
clump3049	6	263
clump3050	6	264
clump3051	6	265
clump3052	6	266
clump3053	6	267
clump3054	6	268
clump3055	6	270
clump3056	6	271
clump3057	6	274
clump3058	6	275
clump3059	6	276
clump3060	6	277
clump3061	6	278
clump3062	6	279
clump3063	6	280
clump3064	6	281
clump3065	6	282
clump3066	6	284
clump3067	6	289
clump3068	6	296
clump3069	6	297
clump3070	6	299
clump3071	6	308
clump3072	6	317
clump3073	6	320
clump3074	6	324
clump3075	6	325
clump3076	6	326
clump3077	6	327
clump3078	6	329
clump3079	6	330
clump3080	6	331
clump3081	6	332
