	CHR	ChromosomePatch
clump1664	20	99
clump1665	20	100
clump1666	20	101
clump1667	20	102
clump1668	20	103
clump1669	20	121
clump1670	20	125
clump1671	20	128
clump1672	20	129
clump1673	20	135
clump1674	20	136
clump1675	20	146
clump1676	20	160
clump1677	20	173
clump1678	20	182
clump1679	20	185
clump1680	20	197
clump1681	20	198
clump1682	20	205
clump1683	20	208
clump1684	20	209
clump1685	20	222
clump1686	20	226
clump1687	20	234
clump1688	20	243
clump1689	20	244
clump1690	20	248
clump1691	20	249
clump1692	20	250
clump1693	20	251
clump1694	20	252
clump1695	21	65
clump1696	21	72
clump1697	21	74
clump1698	21	75
clump1699	21	110
clump1700	21	129
clump1701	21	133
clump1702	21	141
clump1703	21	142
clump1704	21	148
clump1705	21	149
clump1706	21	150
clump1707	21	161
clump1708	21	170
clump1709	21	171
clump1710	21	181
clump1711	22	78
clump1712	22	79
clump1713	22	80
clump1714	22	82
clump1715	22	108
clump1716	22	113
clump1717	22	114
clump1718	22	115
clump1719	22	116
clump1720	22	117
clump1721	22	120
clump1722	22	121
clump1723	22	122
clump1724	22	132
clump1725	22	142
clump1726	22	148
clump1727	22	151
clump1728	22	154
clump1729	22	155
clump1730	22	156
clump1731	22	161
clump1732	22	162
clump1733	22	163
clump1734	22	164
clump1735	22	168
clump1736	22	170
clump1737	22	171
clump1738	22	172
clump1739	22	173
clump1740	22	174
clump1741	22	175
clump1742	22	176
clump1743	22	178
clump1744	22	182
clump1745	22	183
clump1746	22	192
clump1747	22	199
clump1748	22	202
clump1749	22	203
clump1750	23	11
clump1751	23	35
clump1752	23	37
clump1753	23	39
clump1754	23	44
clump1755	23	45
clump1756	23	46
clump1757	23	49
clump1758	23	67
clump1759	23	71
clump1760	23	87
clump1761	23	93
clump1762	23	100
clump1763	23	123
clump1764	23	144
clump1765	23	192
clump1766	23	193
clump1767	23	194
clump1768	23	198
clump1769	23	199
clump1770	23	202
clump1771	23	203
clump1772	23	204
clump1773	23	205
clump1774	23	206
clump1775	23	207
clump1776	23	208
clump1777	23	210
clump1778	23	211
clump1779	23	212
clump1780	23	213
clump1781	23	220
clump1782	23	221
clump1783	23	222
clump1784	23	223
clump1785	23	224
clump1786	23	225
clump1787	23	226
clump1788	23	227
clump1789	23	228
clump1790	23	229
clump1791	23	230
clump1792	23	247
clump1793	23	260
clump1794	23	261
clump1795	23	262
clump1796	23	263
clump1797	23	264
clump1798	23	265
clump1799	23	266
clump1800	23	267
clump1801	23	268
clump1802	23	269
clump1803	23	270
clump1804	23	277
clump1805	23	278
clump1806	23	279
clump1807	23	280
clump1808	23	281
clump1809	23	285
clump1810	23	305
clump1811	23	306
clump1812	23	347
clump1813	23	410
clump1814	23	411
clump1815	23	438
clump1816	23	498
clump1817	23	500
clump1818	23	505
clump1819	23	549
